2,15,15
1,60,60
3,60,60
4,75,75
5,75,65
6,120,110
7,135,125
8,135,125
9,315,15
10,316,15
11,317,15
12,330,27
13,331,27
16,346,39
14,377,72
15,390,84
18,392,32
19,405,45
17,420,60
20,452,92
21,465,105
22,480,120
25,495,135
23,512,152
24,525,165
27,527,167
29,542,182
26,555,195
30,557,197
31,570,210
28,585,225
33,585,185
32,617,217
34,645,185
35,1060,60
36,1105,60
37,1185,60
38,1285,60
39,2015,15
